Weekday,day,month,year,Location_Book,modern_name,geo_id,Loc_Codes,latitude,longitude,Notes
,29,6,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,6,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN35
,7,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN36
,9,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,14,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,15,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,16,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN37
,17,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,18,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,19,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,20,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,21,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,22,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,23,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,24,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,25,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,26,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,27,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,28,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN38
,29,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,30,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,31,7,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,1,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,2,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,3,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,4,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,5,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,6,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN39
,7,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,8,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,FN40
,9,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,10,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,11,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,12,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,8,1397,Barchinona,Barcelona,3128760,,41.3850639,2.1734035,
,13,8,1397,Parroquia Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,14,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN41
,15,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,16,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,16,8,1397,Collbató,Collbató,3124786,,41.5632008,1.8150436,
,17,8,1397,Collbató,Collbató,3124786,,41.5632008,1.8150436,FN42
,18,8,1397,Collbató,Collbató,3124786,,41.5632008,1.8150436,
,18,8,1397,Monestir de Montserrat,Monasterio de Montserrat,11887228,,41.5933262,1.8376757,
,19,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,20,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN43
,21,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,22,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,23,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,24,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,25,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,26,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,27,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,28,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN44
,29,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,30,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN45
,31,8,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,1,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN46
,2,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN47
,3,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN48
,4,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,5,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,6,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN49
,7,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,8,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,9,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,FN50
,10,9,1397,Sant Feliu de Llobregat,Sant Feliu de Llobregat,3110642,,41.3841793,2.0518154,
,10,9,1397,Martorell,Martorell,3117331,,41.4739679,1.9291428,
,10,9,1397,Piera,Piera,3113576,,41.5160827,1.7416799,
,11,9,1397,Villa Appiaria,Piera,3113576,,41.5160827,1.7416799,
,11,9,1397,Igualada,Igualada,3120431,,41.5849177,1.612949,
,12,9,1397,Santa Coloma de Queralt,Santa Coloma de Queralt,3109979,,41.5322215,1.3829246,
,12,9,1397,Ça Real,Sarral,3109371,,41.4451459,1.2475937,
,12,9,1397,Monestir de Poblet,Monasterio de Poblet,7290336,,41.3807334,1.0835227,
,13,9,1397,Monestir de Poblet,Monasterio de Poblet,7290336,,41.3807334,1.0835227,
,14,9,1397,,,,,,,
,15,9,1397,Ilerde,Lérida,3118514,,41.6175899,0.6200146,
,16,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,17,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,FN51
,18,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,19,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,20,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,FN52
,21,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,22,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,23,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,24,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,25,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,FN53
,26,9,1397,Leyda,Lérida,3118514,,41.6175899,0.6200146,
,26,9,1397,Territorio sive terreno de Sidamunt,Territory near Sidamon,CA_MI_13,,41.6223719,0.8122866,
,26,9,1397,Belloch,Bell-Lloc d'Urgell,3128345,,41.6303438,0.7791283,
,27,9,1397,Belloch,Bell-Lloc d'Urgell,3128345,,41.6303438,0.7791283,
,27,9,1397,Lleyda,Lérida,3118514,,41.6175899,0.6200146,
,28,9,1397,Lleyda,Lérida,3118514,,41.6175899,0.6200146,
,28,9,1397,Torres,Torres de Segre,3107717,,41.5340778,0.5141739,FN54
,28,9,1397,Fraga,Fraga,3122157,,41.5217853,0.3494774,FN55
,29,9,1397,Fraga,Fraga,3122157,,41.5217853,0.3494774,
,30,9,1397,Monestir de Xixena,Real Monasterio de Santa María de Sigena,11995649,,41.7092705,-0.0188917,FN56
,1,10,1397,Monestir de Xixena,Real Monasterio de Santa María de Sigena,11995649,,41.7092705,-0.0188917,
,1,10,1397,La Nage,Lanaja,3119374,,41.7713729,-0.3289585,
,2,10,1397,La Nage,Lanaja,3119374,,41.7713729,-0.3289585,
,3,10,1397,La Lezinyena,Leciñena,3118609,,41.797573,-0.612127,FN57
,4,10,1397,Villa maiori,Villamayor de Gállego,11994483,,41.6871153,-0.7711086,FN58
,5,10,1397,Vilamaior,Villamayor de Gállego,11994483,,41.6871153,-0.7711086,FN59
,6,10,1397,Vilamaior,Villamayor de Gállego,11994483,,41.6871153,-0.7711086,
,7,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN60
,8,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,9,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN61
,11,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,14,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN62
,15,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,16,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,17,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,18,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,19,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,20,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,21,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,22,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,24,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,25,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,26,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,27,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,28,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,29,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,30,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,31,10,1397,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,1,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,2,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,3,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,4,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,5,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,6,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN63
,7,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN64
,8,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,9,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,11,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,14,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN65
,15,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,16,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN66
,17,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,18,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,19,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,20,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN67
,21,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN68
,22,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,24,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,25,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,26,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,27,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN69
,28,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN70
,29,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,30,11,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,1,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,2,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN71
,3,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,4,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,5,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,6,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,7,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,8,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,9,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,11,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN72
,14,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,15,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,16,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN73
,17,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,18,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,19,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,20,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,21,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,22,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN74
,23,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,24,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,25,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,26,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN75
,27,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN76
,28,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,29,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,30,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,31,12,1397,Saragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN77
,1,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,2,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN1
,3,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,4,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN2
,5,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,6,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,7,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,8,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN3
,9,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN4
,10,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,1,1398,Aljaferia,Aljafería de Zaragoza,6619266,,41.6564549,-0.8971132,
,11,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,14,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN5
,15,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,16,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,17,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN6
,18,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,19,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN7
,20,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,21,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,22,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,24,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN8
,25,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN9
,26,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN10
,27,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN11
,28,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,29,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN12
,30,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,31,1,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,1,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,2,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,3,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN13
,4,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,5,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,6,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN14
,6,2,1398,Aljaferia,Aljafería de Zaragoza,6619266,,41.6564549,-0.8971132,
,7,2,1398,Aljaferia,Aljafería de Zaragoza,6619266,,41.6564549,-0.8971132,
,8,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,9,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,2,1398,Aljaferia,Aljafería de Zaragoza,6619266,,41.6564549,-0.8971132,
,11,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,14,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,15,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN15
,16,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN16
,17,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,18,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,19,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,20,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,21,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,22,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,24,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,25,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN17
,26,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,27,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN18
,28,2,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN19
,1,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,2,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,3,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,4,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN20
,5,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN21
,6,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN22
,7,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,8,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN23
,9,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,10,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,11,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,14,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,15,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,16,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN24
,17,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,18,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,19,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,20,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,21,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN25
,22,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN26
,24,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,25,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,26,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,27,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,28,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,29,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,30,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,31,3,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN27
,1,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN28
,2,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN29
,3,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,4,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,5,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,6,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,7,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,8,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN30
,9,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN31
,10,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,11,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,12,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,13,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,14,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,15,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,16,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,17,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,18,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN32
,19,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,20,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,21,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN33
,22,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
,23,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,FN34
,24,4,1398,Çaragoça,Zaragoza,3104324,,41.6488226,-0.8890853,
